fid,field_1,Name,osm_id,code,fclass,ref,oneway,maxspeed,bridge,tunnel,len,distance,angle,y,x,z
"4050","2451",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,108.970908,0.001088075,69.33979756,27.8034566,84.8478228,401.2
"4051","2453",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,60.7727582,0.000600791,63.2089059,27.8037274,84.8483591,396
"4052","2455",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,79.10540497,0.000749947,42.07069011,27.8042841,84.8488616,384.6
"4053","2457",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,48.77916385,0.000454912,33.48746166,27.8046635,84.8491126,379.6
"4054","2459",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,35.0589838,0.00031911,16.60637686,27.8049693,84.8492038,378.5
"4055","2461",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,37.82972041,0.000341736,5.77732474,27.8053093,84.8492382,382.4
"4056","2463",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,47.1958174,0.000426392,353.9283965,27.8057333,84.8491931,380
"4057","2465",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,46.45853597,0.000419698,5.866808277,27.8061508,84.849236,375.3
"4058","2467",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,105.6090158,0.000953303,3.108818449,27.8071027,84.8492877,372.8
"4059","2469",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,27.98950606,0.000253618,11.41626538,27.8073513,84.8493379,371.2
"4060","2471",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,26.42953657,0.000246276,33.01899099,27.8075578,84.8494721,369.7
"4061","2473",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,38.43898979,0.000375116,56.30569619,27.8077659,84.8497842,371.4
"4062","2475",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,42.66344363,0.000429031,74.68748832,27.8078792,84.850198,372
"4063","2477",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,169.5237049,0.00172038,90.82930199,27.8078543,84.8519182,372.8
"4064","2479",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,78.93523667,0.000800458,94.39925434,27.8077929,84.8527163,371.8
"4065","2481",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,97.93524747,0.000986577,103.7263645,27.8075588,84.8536747,384.6
"4066","2483",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,45.78102502,0.000442207,128.7852659,27.8072818,84.8540194,386.5
"4067","2485",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,22.73666253,0.000220866,125.9930428,27.807152,84.8541981,388.9
"4068","2487",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,30.21559977,0.000303095,107.3528969,27.8070616,84.8544874,386.8
"4069","2489",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,103.1266245,0.001043464,98.64805744,27.8069047,84.855519,385.9
"4070","2491",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,215.5617145,0.002186974,92.72568792,27.8068007,84.8577035,375
"4071","2493",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,29.8633389,0.000302304,97.9478372,27.8067589,84.8580029,375.3
"4072","2495",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,5.17764563,5.24e-05,98.00642035,27.8067516,84.8580548,375.3
"4073","2497",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,47.05008332,0.000465326,116.5650512,27.8065435,84.858471,382.6
"4074","2499",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,180.4964007,0.00172993,132.5753497,27.8053731,84.8597449,387.7
"4075","2501",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,47.76435795,0.0004596,130.649973,27.8050737,84.8600936,399.2
"4076","2503",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,27.86423071,0.000276636,114.3136828,27.8049598,84.8603457,397.7
"4077","2505",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,54.45441049,0.000531515,123.5824363,27.8046658,84.8607885,389.3
"4078","2507",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,56.85790229,0.000544649,132.8348532,27.8042955,84.8611879,390.9
"4079","2509",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,48.80120932,0.000462068,138.5621141,27.8039491,84.8614937,394.4
"4080","2511",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,111.8146632,0.001053192,141.2093506,27.8031282,84.8621535,396.1
"4081","2513",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,117.0129541,0.0011089,138.118018,27.8023026,84.8628938,398.3
"4082","2515",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,107.9767076,0.001018191,140.627448,27.8015155,84.8635397,390.8
"4083","2517",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,76.18307012,0.000737406,127.7448235,27.8010641,84.8641228,405.1
"4084","2519",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,39.9013118,0.000394712,116.4157423,27.8008885,84.8644763,410.8
"4085","2521",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,32.94675588,0.000331919,103.6092021,27.8008104,84.8647989,407.9
"4086","2523",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,152.8696043,0.001551309,90.19944302,27.800805,84.8663502,382.8
"4087","2525",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,142.4444047,0.00144518,87.58880347,27.8008658,84.8677941,374.2
"4088","2527",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,56.39977643,0.000572208,87.58612694,27.8008899,84.8683658,376
"4089","2529",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,47.55442285,0.00048175,83.4444116,27.8009449,84.8688444,379.5
"4090","2531",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,52.9464088,0.000534194,77.88651514,27.801057,84.8693667,384.8
"4091","2533",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,84.82948828,0.000844088,67.08929868,27.8013856,84.8701442,385.2
"4092","2535",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,106.3047554,0.001053741,64.76762096,27.8018348,84.8710974,387.9
"4093","2537",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,21.93625673,0.000220131,72.98912485,27.8018992,84.8713079,384.4
"4094","2539",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,11.18230845,0.000113316,95.97724702,27.8018874,84.8714206,384.7
"4095","62",Bridge,,,,H04,,,T,F,93.10093988,0,58.90388112,27.8018666,84.8715506,384.1
"4096","63",Bridge,,,,H04,,,T,F,93.10093988,0.000913112,58.90388112,27.8023382,84.8723325,394.5
"4097","3687",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,14.00778417,0.000126539,354.2398469,27.8024641,84.8723198,395.4
"4098","3689",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,12.4268568,0.00011236,7.87769967,27.8025754,84.8723352,395.9
"4099","3691",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,13.22138,0.000120725,19.50058448,27.8026892,84.8723755,396.4
"4100","3693",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,17.12034761,0.000159698,33.61046246,27.8028222,84.8724639,396.8
"4101","3695",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,11.95170099,0.00011564,52.05983347,27.8028933,84.8725551,396.9
"4102","2995",Prithvi Rajmarg,"140332490","5112",trunk,H04,B,"0",F,F,7.853237657,7.96e-05,85.60681287,27.8029873,84.7487675,397.8
"4103","3699",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,24.37068368,0.000242836,67.96637673,27.8030784,84.8729816,401.1
"4104","3701",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,24.29398558,0.000239612,61.91626039,27.8031912,84.873193,402.5
"4105","3703",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,78.70962485,0.000759894,50.98221554,27.8036696,84.8737834,404.7
"4106","3705",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,42.86368235,0.00043,72.7238736,27.8037973,84.874194,406.4
"4107","3707",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,40.9220523,0.000414413,82.74979778,27.8038496,84.8746051,410.6
"4108","3709",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,25.58436474,0.000256303,71.6710889,27.8039302,84.8748484,412.3
"4109","3711",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,25.71232935,0.00025462,64.17966144,27.8040411,84.8750776,414
"4110","3713",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,52.56022997,0.000516455,59.87532661,27.8043003,84.8755243,415.9
"4111","3715",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,47.23855822,0.000464424,60.17248724,27.8045313,84.8759272,418.2
"4112","3717",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,35.67317527,0.000358084,73.1996051,27.8046348,84.87627,420.4
"4113","3719",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,34.24747534,0.000345966,79.25521165,27.8046993,84.8766099,422.8
"4114","3721",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,62.92238114,0.000637459,83.45136704,27.804772,84.8772432,422.1
"4115","3723",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,89.07594133,0.000902703,84.08667463,27.804865,84.8781411,424.3
"4116","3725",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,83.3867096,0.000845288,84.71904296,27.8049428,84.8789828,424.9
"4117","3727",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,125.9889987,0.001276892,84.26485013,27.8050704,84.8802533,424.1
"4118","3729",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,34.86002654,0.000353318,84.34749651,27.8051052,84.8806049,423.1
"4119","3731",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,90.12684121,0.000913607,84.69939537,27.8051896,84.8815146,428.4
"4120","3733",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,25.69859743,0.000260673,86.54706203,27.8052053,84.8817748,429.7
"4121","3735",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,30.82103105,0.000311684,99.39885837,27.8051544,84.8820823,431
"4122","3737",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,29.79332896,0.000296046,113.7856325,27.805035,84.8823532,432.2
"4123","3739",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,14.81990791,0.000146345,117.4230229,27.8049676,84.8824831,433.4
"4124","3741",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,17.82201294,0.000176986,114.1465606,27.8048952,84.8826446,432.6
"4125","3743",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,18.55340474,0.000185643,109.2157629,27.8048341,84.8828199,432
"4126","3745",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,15.27758207,0.000154617,98.29256137,27.8048118,84.8829729,432.6
"4127","3747",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,30.01657523,0.000304009,82.93342486,27.8048492,84.8832746,435.9
"4128","3749",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,32.36618228,0.000312449,50.93638433,27.8050461,84.8835172,433.6
"4129","3751",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,193.4690129,0.001838495,43.24120094,27.8063854,84.8847767,426.1
"4130","3753",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,57.75658775,0.000536859,31.61169728,27.8068426,84.8850581,419
"4131","3755",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,29.67160405,0.000288845,55.06648134,27.807008,84.8852949,416.7
"4132","3757",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,88.39330343,0.000883071,69.67708852,27.8073147,84.886123,409.8
"4133","3759",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,40.94379586,0.000405183,63.78276661,27.8074937,84.8864865,407.6
"4134","3761",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,47.38558478,0.000463327,57.30118124,27.807744,84.8868764,404.2
"4135","3763",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,87.12415709,0.000862794,64.18633554,27.8081197,84.8876531,391.9
"4136","3765",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,39.034702,0.000392985,75.69501326,27.8082168,84.8880339,393.8
"4137","3767",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,38.96407802,0.000394882,95.88673181,27.8081763,84.8884267,394.5
"4138","3769",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,35.47202142,0.000348198,120.6674455,27.8079987,84.8887262,395.1
"4139","3771",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,60.825558,0.000580326,134.7975423,27.8075898,84.889138,390.4
"4140","3773",Prithvi Rajmarg,"140332505","5112",trunk,H04,B,"0",F,F,35.08798877,0.000343808,121.6096858,27.8074096,84.8894308,387.6
"4141","2624",Galaundi khola,"140332466","5112",trunk,H04,B,"0",T,F,26.02451882,0,87.15601751,27.8073838,84.8897068,385
"4142","2625",Galaundi khola,"140332466","5112",trunk,H04,B,"0",T,F,26.02451882,0.000264025,87.15601751,27.8073969,84.8899705,381.2
"4143","3909",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,28.46128492,0.000288707,86.6044049,27.807414,84.8902587,381.8
"4144","3911",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,9.233271514,9.37e-05,86.63353934,27.8074195,84.8903522,382.2
"4145","3913",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,23.49427236,0.000238363,92.69315438,27.8074083,84.8905903,384
"4146","3915",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,23.93398564,0.000235577,119.2199662,27.8072933,84.8907959,389.2
"4147","3917",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,66.38718215,0.000657898,115.4004415,27.8070111,84.8913902,390.6
"4148","3919",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,46.93253012,0.000472423,104.4392311,27.8068933,84.8918477,393.1
"4149","3921",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,58.28022678,0.00057523,117.7010161,27.8066259,84.892357,390.2
"4150","3923",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,59.37326073,0.000580267,122.9369398,27.8063104,84.892844,401.7
"4151","3925",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,61.80849449,0.000619407,108.086855,27.8061181,84.8934328,395.8
"4152","3927",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,50.26487409,0.000509481,95.54162244,27.8060689,84.8939399,387.1
"4153","3929",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,272.9342464,0.002769739,88.9801092,27.8061182,84.8967092,391.9
"4154","3931",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,43.00245724,0.000436406,89.69803146,27.8061205,84.8971456,395.6
"4155","3933",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,24.84465105,0.000252127,90.84085349,27.8061168,84.8973977,399.8
"4156","3935",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,114.8805122,0.001156367,104.4472345,27.8058283,84.8985175,398.4
"4157","3937",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,62.61912252,0.000625469,110.4370366,27.8056099,84.8991036,405.1
"4158","3939",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,57.1804166,0.000575877,103.9469602,27.8054711,84.8996625,412.2
"4159","3941",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,69.16974194,0.000701885,91.63284685,27.8054511,84.9003641,405.8
"4160","3943",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,82.41875118,0.000826777,72.68276888,27.8056972,84.9011534,389.4
"4161","3945",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,104.3267319,0.00105574,98.44247796,27.8055422,84.9021977,393.5
"4162","3947",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,64.15004182,0.000650869,92.39510584,27.805515,84.902848,398.6
"4163","3949",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,33.24397294,0.00033694,95.65475591,27.8054818,84.9031833,401.8
"4164","3951",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,32.85190969,0.000331839,100.8561811,27.8054193,84.9035092,401.2
"4165","3953",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,36.9455614,0.000373723,99.02124516,27.8053607,84.9038783,401.2
"4166","3955",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,132.541358,0.001340279,99.47356687,27.8051401,84.9052003,401
"4167","3957",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,34.96571608,0.000351748,104.9765353,27.8050492,84.9055401,401.5
"4168","3959",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,29.77350094,0.000289167,126.0812734,27.8048789,84.9057738,404.9
"4169","3961",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,28.08806207,0.000266806,136.9592348,27.8046839,84.9059559,407.5
"4170","3963",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,24.3267581,0.000222449,159.3082973,27.8044758,84.9060345,407.8
"4171","3965",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,24.50155601,0.000221101,180.1554834,27.8042547,84.9060339,404.1
"4172","3967",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,39.59638765,0.000362231,201.0318329,27.8039166,84.9059039,401.2
"4173","3969",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,61.24337935,0.0005641,205.9790766,27.8034095,84.9056568,404.9
"4174","3971",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,27.38270428,0.0002471,180,27.8031624,84.9056568,403.8
"4175","3973",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,20.25408435,0.000186222,155.2377528,27.8029933,84.9057348,402.7
"4176","3975",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,33.07055372,0.000325867,118.6020402,27.8028373,84.9060209,402.3
"4177","3977",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,33.34761458,0.00033835,92.20194734,27.8028243,84.906359,400
"4178","3979",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,144.6651639,0.00146798,91.30372632,27.8027909,84.9078266,385
"4179","3981",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,46.25005264,0.000468798,84.57762848,27.8028352,84.9082933,389.4
"4180","3983",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,47.01774823,0.000472796,74.68217238,27.8029601,84.9087493,389.5
"4181","3985",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,243.8322834,0.002437851,70.23977766,27.8037843,84.9110436,386
"4182","3987",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,36.55318198,0.000365592,70.4895495,27.8039064,84.9113882,383.8
"4183","3989",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,26.71414686,0.000270124,80.47491085,27.8039511,84.9116546,384.6
"4184","3991",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,22.39370538,0.000227224,88.10848867,27.8039586,84.9118817,386.8
"4185","3993",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,18.04232307,0.000182952,94.45154793,27.8039444,84.9120641,386.8
"4186","3995",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,22.04422893,0.000223001,98.92587637,27.8039098,84.9122844,384.8
"4187","3997",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,40.294659,0.000401047,112.7671263,27.8037546,84.9126542,386.1
"4188","3999",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,45.91591547,0.000450944,120.3863075,27.8035265,84.9130432,392.8
"4189","4001",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,79.75790146,0.000766233,131.4180586,27.8030196,84.9136178,389.5
"4190","4003",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,25.15176548,0.000241289,132.1107631,27.8028578,84.9137968,390.9
"4191","4005",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,33.40928268,0.000304046,163.5498427,27.8025662,84.9138829,395.5
"4192","4007",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,30.81491247,0.000278118,182.2667317,27.8022883,84.9138719,404.3
"4193","4009",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,22.42923875,0.000203394,167.5353567,27.8020897,84.9139158,412.2
"4194","4011",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,41.96215202,0.000387272,152.7203601,27.8017455,84.9140933,420.3
"4195","2431",Prithvi Rajmarg,"44686754","5112",trunk,H04,B,"0",F,F,104.8515838,0.001063858,92.01465288,27.8011756,84.8410446,415
"4196","4015",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,70.625835,0.000680556,129.9392355,27.8007387,84.9151192,407.1
"4197","4017",Prithvi Rajmarg,"140332507","5112",trunk,H04,B,"0",F,F,78.04507175,0.00076615,120.6084921,27.8003486,84.9157786,406.8
"4198","2636",Pokhare khola,"140332488","5112",trunk,H04,B,"0",T,F,22.56796012,0,114.5053514,27.7999214,84.9166929,390.2
"4199","2637",Pokhare khola,"140332488","5112",trunk,H04,B,"0",T,F,22.56796012,0.000223975,114.5053514,27.7998285,84.9168967,387.9
"4200","3009",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,28.05652942,0.000281,108.4865318,27.7997394,84.9171632,386.9
"4201","3011",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,33.02601859,0.000335113,91.48764556,27.7997307,84.9174982,386.8
"4202","3013",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,37.42685171,0.000376651,104.5933553,27.7996358,84.9178627,387.2
"4203","3015",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,37.87926049,0.000374205,117.1744849,27.7994649,84.9181956,387.8
"4204","3017",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,33.17685349,0.000317394,133.4552909,27.7992466,84.918426,390.4
"4205","3019",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,40.61573793,0.000381429,142.7455525,27.798943,84.9186569,395.7
"4206","3021",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,45.64125674,0.000424953,147.4243648,27.7985849,84.9188857,400.4
"4207","3023",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,20.50093943,0.000192282,143.4161617,27.7984305,84.9190003,400.6
"4208","3025",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,32.42609457,0.000312301,130.1814144,27.798229,84.9192389,399.4
"4209","3027",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,24.10258178,0.00024123,108.9907635,27.7981505,84.919467,396.4
"4210","3029",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,25.1059188,0.000240879,132.0384847,27.7979892,84.9196459,396.1
"4211","3031",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,52.99683472,0.000488,154.2120779,27.7975498,84.9198582,409.7
"4212","3033",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,18.45160886,0.000176667,133.0503559,27.7974292,84.9199873,412.7
"4213","3035",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,20.37690281,0.000199502,121.9932062,27.7973235,84.9201565,413.6
"4214","3037",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,85.08193321,0.00086261,94.70793012,27.7972527,84.9210162,408.4
"4215","3039",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,70.71266537,0.000712516,103.4062805,27.7970875,84.9217093,409.5
"4216","3041",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,35.88475531,0.000362045,102.1013889,27.7970116,84.9220633,407.4
"4217","3043",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,29.50353481,0.000299058,95.25687282,27.7969842,84.9223611,401.4
"4218","3045",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,124.3995281,0.001261487,94.1367454,27.7968932,84.9236193,394.4
"4219","3047",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,35.48755769,0.000359901,93.8236056,27.7968692,84.9239784,403
"4220","3049",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,38.71951203,0.000392636,85.83744687,27.7968977,84.92437,400.2
"4221","3051",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,109.9594393,0.001113464,82.72499504,27.7970387,84.9254745,398.2
"4222","3053",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,180.5206759,0.001824267,79.7760579,27.7973625,84.9272698,404.4
"4223","3055",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,135.9590103,0.001350758,66.14862768,27.7979087,84.9285052,403.5
"4224","3057",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,75.88740592,0.000726937,47.17967891,27.7984028,84.9290384,395.6
"4225","3059",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,86.10890408,0.00079317,26.01585556,27.7991156,84.9293863,395.5
"4226","3061",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,28.28888669,0.000261394,28.04541015,27.7993463,84.9295092,397.6
"4227","3063",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,24.88470575,0.000232846,35.31456006,27.7995363,84.9296438,397
"4228","3065",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,125.8535669,0.001210161,49.02741702,27.8003298,84.9305575,401.3
"4229","3067",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,41.84880243,0.000407669,55.43284576,27.8005611,84.9308932,402.6
"4230","3069",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,38.61386946,0.000387161,72.33256839,27.8006786,84.9312621,409.7
"4231","3071",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,39.93475522,0.000401605,74.76990675,27.8007841,84.9316496,416.6
"4232","3073",Prithvi Rajmarg,"140332491","5112",trunk,H04,B,"0",F,F,32.47433706,0.000323919,68.65516018,27.800902,84.9319513,417.1
