id,lat,lon,alt,x,y,z,length,grade,hz. angle
3864,27.8046561,84.7054455,337.9,520626.75802020053,5617991.2706039455,2955391.6997026694,35.45356268683987,-0.5641182009453853,1.7756501400104705
3865,27.8045031,84.7055568,336.1,520616.4309664153,5617998.607482746,2955375.89447446,20.255445420352032,-8.886499223519278,6.478227437511547
3866,27.8043347,84.7056705,334.3,520605.9423425451,5618006.762362394,2955358.5828890945,21.822105320399803,-8.248516692462895,2.4730027180569327
3867,27.8038163,84.7060248,331.7,520573.4737171087,5618034.495164462,2955306.662925981,67.22352652176046,-3.8676935509451362,2.6370371354793756
3868,27.8032961,84.7063813,338.0,520541.5239461961,5618070.179306583,2955258.7179887737,67.77066374201264,9.29605769242967,7.658331224110053
3869,27.8030689,84.7065358,336.9,520527.373241844,5618082.361033223,2955235.9811877743,29.421064176521217,-3.7388178530872165,7.436616741198279
3870,27.8028436,84.7067028,333.8,520511.8244793621,5618092.796384148,2955212.4973372617,30.035841898649593,-10.321002522454153,6.856704511666608
3871,27.8024985,84.7068943,333.6,520494.68380196986,5618112.202351408,2955178.6477229116,42.61678986508751,-0.46929860421944275,14.679830414186753
3872,27.8023154,84.7069649,337.2,520488.93194087385,5618125.481147182,2955162.4166762433,21.745279929790524,16.55531688542694,18.03274709361474
3873,27.8020417,84.7070454,344.9,520482.9778100177,5618147.145212975,2955139.235699213,32.282210534853306,23.852146034692165,8.052719657191707
3874,27.8019479,84.7070803,347.5,520480.2171187347,5618154.601883876,2955131.273161166,11.252793850258357,23.105373070887,4.948441695488937
3875,27.8018627,84.7071141,350.5,520477.5557266258,5618161.956238917,2955124.3384005744,10.452772382811874,28.700519729417255,0.4219543694164942
3876,27.8017893,84.7071443,353.4,520475.1826476028,5618168.579731832,2955118.5112268943,9.135541338335257,31.744150593799798,0.18247023084077946
3877,27.8017127,84.7072206,354.9,520468.1902861851,5618174.554315858,2955111.7180481534,11.433986613463807,13.118783943945783,29.776259061864508
3878,27.8016715,84.707264,354.7,520464.1156802563,5618176.902467646,2955107.5946934316,6.254461164429881,-3.1977175130196756,10.557660184802176
